player,team,rating,minutes,season
Ben Alnwick,Tottenham,6.42,90,09-10
Ben Amos,Manchester United,7.3,90,11-12
Ben Chilwell,Leicester,6.69,696,16-17
Ben Chilwell,Leicester,6.82,1852,17-18
Ben Chilwell,Leicester,7.04,3240,18-19
Ben Davies,Swansea,6.91,2874,13-14
Ben Davies,Swansea,6.95,3049,12-13
Ben Davies,Tottenham,6.69,1839,18-19
Ben Davies,Tottenham,6.69,891,14-15
Ben Davies,Tottenham,6.88,1288,15-16
Ben Davies,Tottenham,7.08,2325,17-18
Ben Davies,Tottenham,7.12,1735,16-17
Ben Foster,Birmingham,6.94,3371,10-11
Ben Foster,Manchester United,6.72,810,09-10
Ben Foster,Watford,6.69,3420,18-19
Ben Foster,West Bromwich Albion,6.5,3330,17-18
Ben Foster,West Bromwich Albion,6.51,2486,14-15
Ben Foster,West Bromwich Albion,6.57,2148,13-14
Ben Foster,West Bromwich Albion,6.65,3420,16-17
Ben Foster,West Bromwich Albion,6.69,1350,15-16
Ben Foster,West Bromwich Albion,6.79,2700,12-13
Ben Foster,West Bromwich Albion,6.85,3330,11-12
Ben Gibson,Burnley,6.78,63,18-19
Ben Gibson,Middlesbrough,6.82,3420,16-17
Ben Hamer,Huddersfield,5.99,553,18-19
Ben Hamer,Leicester,5.97,274,17-18
Ben Hamer,Leicester,6.57,721,14-15
Ben Johnson,West Ham,6.19,63,18-19
Ben Mee,Burnley,6.86,3420,18-19
Ben Mee,Burnley,7.09,2888,14-15
Ben Mee,Burnley,7.12,2610,17-18
Ben Mee,Burnley,7.14,3016,16-17
Ben Reeves,Southampton,6.12,26,12-13
Ben Turner,Cardiff,6.95,2721,13-14
Ben Watson,Watford,5.92,51,16-17
Ben Watson,Watford,6.29,459,17-18
Ben Watson,Watford,6.94,2815,15-16
Ben Watson,Wigan,6.68,1263,11-12
Ben Watson,Wigan,6.69,624,12-13
Ben Watson,Wigan,6.95,336,09-10
Ben Watson,Wigan,7.03,2122,10-11
Ben Wilmot,Watford,5.98,26,18-19
Ben Woodburn,Liverpool,6.14,6,17-18
Ben Woodburn,Liverpool,6.14,84,16-17
Beni Baningime,Everton,6.1,194,17-18
Benik Afobe,Bournemouth,6.19,535,17-18
Benik Afobe,Bournemouth,6.44,937,15-16
Benik Afobe,Bournemouth,6.49,1454,16-17
Benjamin Mendy,Manchester City,6.87,362,17-18
Benjamin Mendy,Manchester City,7.29,900,18-19
Benjamin Stambouli,Tottenham,6.52,454,14-15
Benjani,Blackburn,6.31,660,10-11
Benjani,Manchester City,6.89,126,09-10
Benjani,Sunderland,6.05,120,09-10
Benni McCarthy,Blackburn,6.61,711,09-10
Benni McCarthy,West Ham,6.0,74,10-11
Benni McCarthy,West Ham,6.22,157,09-10
Benoit Assou-Ekotto,Tottenham,7.11,2963,11-12
Benoit Assou-Ekotto,Tottenham,7.13,1142,12-13
Benoit Assou-Ekotto,Tottenham,7.22,2573,10-11
Benoit Assou-Ekotto,Tottenham,7.33,2535,09-10
Beram Kayal,Brighton,6.26,740,17-18
Beram Kayal,Brighton,6.49,937,18-19
Bernard Mendy,Hull,6.59,1391,09-10
Bernard,Everton,6.6,2129,18-19
Bernardo Espinosa,Middlesbrough,6.83,975,16-17
Bernardo Silva,Manchester City,6.79,1520,17-18
Bernardo Silva,Manchester City,7.26,2853,18-19
Bernardo,Brighton,6.9,1751,18-19
Bernd Leno,Arsenal,6.68,2833,18-19
Bersant Celina,Manchester City,6.78,13,15-16
Bertrand Traoré,Chelsea,6.77,374,15-16
Billy Jones,Sunderland,6.75,2033,15-16
Billy Jones,Sunderland,6.86,2271,16-17
Billy Jones,Sunderland,6.89,1256,14-15
Billy Jones,West Bromwich Albion,6.6,1608,11-12
Billy Jones,West Bromwich Albion,6.78,2210,12-13
Billy Jones,West Bromwich Albion,6.95,1741,13-14
Billy Knott,Sunderland,5.89,16,12-13
Billy Sharp,Southampton,5.93,18,12-13
Bjørn Helge Riise,Fulham,5.94,26,10-11
Bjørn Helge Riise,Fulham,6.4,407,09-10
Boaz Myhill,Hull,6.62,2430,09-10
Boaz Myhill,West Bromwich Albion,6.44,540,10-11
Boaz Myhill,West Bromwich Albion,6.57,2070,15-16
Boaz Myhill,West Bromwich Albion,6.58,1260,13-14
Boaz Myhill,West Bromwich Albion,6.66,90,17-18
Boaz Myhill,West Bromwich Albion,6.81,720,12-13
Boaz Myhill,West Bromwich Albion,7.36,934,14-15
Bobby De Cordova-Reid,Cardiff,6.41,1423,18-19
Bobby Zamora,Fulham,6.89,758,10-11
Bobby Zamora,Fulham,7.02,2230,09-10
Bobby Zamora,Fulham,7.07,1188,11-12
Bobby Zamora,Queens Park Rangers,6.41,1313,12-13
Bobby Zamora,Queens Park Rangers,6.49,1783,14-15
Bobby Zamora,Queens Park Rangers,6.76,1190,11-12
Bojan,Stoke,6.11,72,17-18
Bojan,Stoke,6.57,475,16-17
Bojan,Stoke,6.78,1712,15-16
Bojan,Stoke,7.16,1209,14-15
Borja Bastón,Swansea,6.11,549,16-17
Boudewijn Zenden,Sunderland,6.45,501,09-10
Boudewijn Zenden,Sunderland,6.54,1109,10-11
Brad Friedel,Aston Villa,6.5,3420,10-11
Brad Friedel,Aston Villa,6.91,3420,09-10
Brad Friedel,Tottenham,6.39,990,12-13
Brad Friedel,Tottenham,6.72,3420,11-12
Brad Friedel,Tottenham,6.99,90,13-14
Brad Guzan,Aston Villa,6.57,2520,15-16
Brad Guzan,Aston Villa,6.6,592,11-12
Brad Guzan,Aston Villa,6.64,3060,14-15
Brad Guzan,Aston Villa,6.76,3240,12-13
Brad Guzan,Aston Villa,6.78,3420,13-14
Brad Guzan,Middlesbrough,6.47,900,16-17
Brad Jones,Liverpool,6.2,196,14-15
Brad Jones,Liverpool,6.69,630,12-13
Brad Jones,Liverpool,7.55,64,11-12
Brad Smith,Bournemouth,6.16,272,16-17
Brad Smith,Liverpool,5.9,31,13-14
Brad Smith,Liverpool,6.33,285,15-16
Bradley Johnson,Norwich,6.18,151,15-16
Bradley Johnson,Norwich,6.66,2462,13-14
Bradley Johnson,Norwich,6.82,2107,11-12
Bradley Johnson,Norwich,6.9,3228,12-13
Bradley Orr,Blackburn,6.44,956,11-12
Bradley Orr,Queens Park Rangers,6.42,328,11-12
Brahim Díaz,Manchester City,6.08,50,17-18
Brandon Comley,Queens Park Rangers,5.89,10,14-15
Brandon Mason,Watford,6.14,112,16-17
Branislav Ivanovic,Chelsea,6.55,584,16-17
Branislav Ivanovic,Chelsea,6.88,2918,15-16
Branislav Ivanovic,Chelsea,7.11,2944,12-13
Branislav Ivanovic,Chelsea,7.12,2264,11-12
Branislav Ivanovic,Chelsea,7.24,2830,10-11
Branislav Ivanovic,Chelsea,7.25,3420,14-15
Branislav Ivanovic,Chelsea,7.29,3180,13-14
Branislav Ivanovic,Chelsea,7.47,2256,09-10
Brede Hangeland,Crystal Palace,7.05,1173,14-15
Brede Hangeland,Crystal Palace,7.13,630,15-16
Brede Hangeland,Fulham,6.83,1908,13-14
Brede Hangeland,Fulham,6.95,3420,11-12
Brede Hangeland,Fulham,7.17,3046,12-13
Brede Hangeland,Fulham,7.2,2809,09-10
Brede Hangeland,Fulham,7.39,3330,10-11
Brek Shea,Stoke,6.0,31,13-14
Brek Shea,Stoke,6.27,89,12-13
Brendan Galloway,Everton,6.65,174,14-15
Brendan Galloway,Everton,6.89,1225,15-16
Brendan Galloway,West Bromwich Albion,6.83,248,16-17
Brett Emerton,Blackburn,6.42,1420,09-10
Brett Emerton,Blackburn,6.52,136,11-12
Brett Emerton,Blackburn,6.61,2193,10-11
Brett Holman,Aston Villa,6.47,1429,12-13
Brett Ormerod,Blackpool,6.21,702,10-11
Brian Jensen,Burnley,6.62,3345,09-10
Brown Ideye,West Bromwich Albion,6.36,1299,14-15
Bruno Andrade,Queens Park Rangers,6.0,10,11-12
Bruno Ecuele Manga,Cardiff,6.69,3374,18-19
Bruno Martins Indi,Stoke,6.43,1246,17-18
Bruno Martins Indi,Stoke,6.85,3147,16-17
Bruno Perone,Queens Park Rangers,6.37,90,11-12
Bruno,Brighton,6.49,1136,18-19
Bruno,Brighton,6.7,2018,17-18
Bryan Oviedo,Everton,6.15,227,12-13
Bryan Oviedo,Everton,6.51,318,14-15
Bryan Oviedo,Everton,6.66,477,16-17
Bryan Oviedo,Everton,6.87,998,15-16
Bryan Oviedo,Everton,7.38,718,13-14
Bryan Oviedo,Sunderland,6.98,849,16-17
Bryan Ruiz,Fulham,6.77,774,13-14
Bryan Ruiz,Fulham,6.82,1514,11-12
Bryan Ruiz,Fulham,7.28,2386,12-13
Bukayo Saka,Arsenal,6.1,7,18-19
Cabral,Sunderland,6.77,90,13-14
Caleb Folan,Hull,6.62,568,09-10
Callum Connolly,Everton,6.16,36,15-16
Callum Hudson-Odoi,Chelsea,6.38,27,17-18
Callum Hudson-Odoi,Chelsea,6.65,391,18-19
Callum McManaman,West Bromwich Albion,6.41,276,15-16
Callum McManaman,West Bromwich Albion,6.49,347,14-15
Callum McManaman,Wigan,5.99,12,10-11
Callum McManaman,Wigan,5.99,18,11-12
Callum McManaman,Wigan,6.51,639,12-13
Callum Paterson,Cardiff,6.82,1996,18-19
Callum Robinson,Aston Villa,5.99,46,13-14
Callum Slattery,Southampton,6.26,110,18-19
Callum Wilson,Bournemouth,6.49,1367,16-17
Callum Wilson,Bournemouth,6.53,1991,17-18
Callum Wilson,Bournemouth,6.53,773,15-16
Callum Wilson,Bournemouth,6.99,2535,18-19
Calum Chambers,Arsenal,6.52,315,15-16
Calum Chambers,Arsenal,6.77,869,17-18
Calum Chambers,Arsenal,7.0,1571,14-15
Calum Chambers,Arsenal,7.63,90,16-17
Calum Chambers,Fulham,6.82,2587,18-19
Calum Chambers,Middlesbrough,7.05,2160,16-17
Calum Chambers,Southampton,6.85,1641,13-14
Cameron Borthwick-Jackson,Manchester United,6.7,692,15-16
Cameron Brannagan,Liverpool,6.71,112,15-16
Cameron Jerome,Birmingham,6.58,2658,10-11
Cameron Jerome,Birmingham,7.23,2686,09-10
Cameron Jerome,Crystal Palace,6.61,1756,13-14
Cameron Jerome,Norwich,6.3,1776,15-16
Cameron Jerome,Stoke,6.11,4,13-14
Cameron Jerome,Stoke,6.3,838,11-12
Cameron Jerome,Stoke,6.39,1110,12-13
Cameron Lancaster,Tottenham,6.34,11,11-12
Carl Ikeme,Wolverhampton Wanderers,7.15,38,11-12
Carl Jenkinson,Arsenal,6.29,494,11-12
Carl Jenkinson,Arsenal,6.31,167,18-19
Carl Jenkinson,Arsenal,6.66,800,13-14
Carl Jenkinson,Arsenal,6.76,1188,12-13
Carl Jenkinson,Arsenal,7.03,83,16-17
Carl Jenkinson,West Ham,6.36,1226,15-16
Carl Jenkinson,West Ham,6.65,2667,14-15
Carles Gil,Aston Villa,6.54,1442,15-16
Carles Gil,Aston Villa,6.76,359,14-15
Carlo Cudicini,Tottenham,6.8,720,10-11
Carlo Cudicini,Tottenham,7.28,613,09-10
Carlos Cuellar,Aston Villa,6.98,894,10-11
Carlos Cuellar,Aston Villa,7.05,1494,11-12
Carlos Cuellar,Aston Villa,7.48,3240,09-10
Carlos Cuellar,Sunderland,6.82,342,13-14
Carlos Cuellar,Sunderland,7.16,2259,12-13
Carlos Salcido,Fulham,6.91,1904,10-11
Carlos Sánchez,Aston Villa,6.74,1371,15-16
Carlos Sánchez,Aston Villa,6.74,1987,14-15
Carlos Sánchez,West Ham,6.01,240,18-19
Carlos Tevez,Manchester City,7.14,601,11-12
Carlos Tevez,Manchester City,7.24,2410,12-13
Carlos Tevez,Manchester City,7.57,2871,09-10
Carlos Tevez,Manchester City,7.59,2535,10-11
Carlos Vela,Arsenal,6.3,227,09-10
Carlos Vela,Arsenal,6.36,60,10-11
Carlos Vela,West Bromwich Albion,6.61,317,10-11
Carlton Cole,West Ham,6.28,908,14-15
Carlton Cole,West Ham,6.41,1360,12-13
Carlton Cole,West Ham,6.41,849,13-14
Carlton Cole,West Ham,6.5,2117,10-11
Carlton Cole,West Ham,7.04,2286,09-10
Cauley Woodrow,Fulham,6.58,412,13-14
Cenk Tosun,Everton,6.44,1050,18-19
Cenk Tosun,Everton,6.74,991,17-18
Cesc Fàbregas,Arsenal,7.55,1887,10-11
Cesc Fàbregas,Arsenal,8.25,2194,09-10
Cesc Fàbregas,Chelsea,6.28,176,18-19
Cesc Fàbregas,Chelsea,7.05,1328,16-17
Cesc Fàbregas,Chelsea,7.1,2309,17-18
Cesc Fàbregas,Chelsea,7.14,2899,15-16
Cesc Fàbregas,Chelsea,7.62,2890,14-15
Chancel Mbemba,Newcastle United,6.87,672,17-18
Chancel Mbemba,Newcastle United,6.98,2924,15-16
Charalampos Mavrias,Sunderland,6.14,150,13-14
Charles N'Zogbia,Aston Villa,6.12,41,15-16
Charles N'Zogbia,Aston Villa,6.37,1432,14-15
Charles N'Zogbia,Aston Villa,6.62,994,12-13
Charles N'Zogbia,Aston Villa,6.79,2083,11-12
Charles N'Zogbia,Wigan,7.17,2801,10-11
Charles N'Zogbia,Wigan,7.22,3039,09-10
Charlie Adam,Blackpool,7.48,3051,10-11
Charlie Adam,Liverpool,7.24,2177,11-12
Charlie Adam,Stoke,6.31,409,17-18
Charlie Adam,Stoke,6.46,1045,15-16
Charlie Adam,Stoke,6.59,1774,12-13
Charlie Adam,Stoke,6.7,1495,16-17
Charlie Adam,Stoke,6.81,1760,13-14
Charlie Adam,Stoke,6.92,1508,14-15
Charlie Austin,Queens Park Rangers,6.99,3069,14-15
Charlie Austin,Southampton,6.27,981,18-19
Charlie Austin,Southampton,6.4,208,15-16
Charlie Austin,Southampton,6.53,1030,17-18
Charlie Austin,Southampton,6.94,939,16-17
Charlie Daniels,Bournemouth,6.45,1586,18-19
Charlie Daniels,Bournemouth,6.64,3005,17-18
Charlie Daniels,Bournemouth,6.9,3286,15-16
Charlie Daniels,Bournemouth,6.93,3060,16-17
Charlie Taylor,Burnley,6.75,3240,18-19
Charlie Taylor,Burnley,6.75,949,17-18
Charly Musonda,Chelsea,6.34,35,17-18
Cheick Tioté,Newcastle United,6.85,1762,12-13
Cheick Tioté,Newcastle United,6.87,1228,15-16
Cheick Tioté,Newcastle United,6.92,898,14-15
Cheick Tioté,Newcastle United,6.96,2052,11-12
Cheick Tioté,Newcastle United,7.01,2764,13-14
Cheick Tioté,Newcastle United,7.16,2311,10-11
Cheikhou Kouyaté,Crystal Palace,6.61,1897,18-19
Cheikhou Kouyaté,West Ham,6.8,2803,17-18
Cheikhou Kouyaté,West Ham,7.04,2728,16-17
Cheikhou Kouyaté,West Ham,7.19,2662,14-15
Cheikhou Kouyaté,West Ham,7.26,3010,15-16
Chicharito,Manchester United,6.19,46,14-15
Chicharito,Manchester United,6.39,840,13-14
Chicharito,Manchester United,6.45,23,15-16
Chicharito,Manchester United,6.68,1482,10-11
Chicharito,Manchester United,6.69,1477,11-12
Chicharito,Manchester United,6.81,949,12-13
Chicharito,West Ham,6.58,1544,17-18
Chicharito,West Ham,6.59,1339,18-19
Chico Flores,Swansea,7.25,2690,13-14
Chico Flores,Swansea,7.47,2241,12-13
Cho Won-Hee,Wigan,6.04,111,09-10
Chris Baird,Fulham,6.67,1269,11-12
Chris Baird,Fulham,6.81,1315,12-13
Chris Baird,Fulham,6.99,2659,09-10
Chris Baird,Fulham,7.07,2386,10-11
Chris Baird,West Bromwich Albion,6.43,803,14-15
Chris Basham,Blackpool,6.68,121,10-11
Chris Basham,Bolton,6.39,237,09-10
Chris Brunt,West Bromwich Albion,6.8,1803,15-16
Chris Brunt,West Bromwich Albion,6.83,2182,12-13
Chris Brunt,West Bromwich Albion,6.9,2479,16-17
Chris Brunt,West Bromwich Albion,6.93,1923,17-18
Chris Brunt,West Bromwich Albion,6.98,2310,11-12
Chris Brunt,West Bromwich Albion,7.01,2243,13-14
Chris Brunt,West Bromwich Albion,7.19,2898,14-15
Chris Brunt,West Bromwich Albion,7.23,3016,10-11
Chris David,Fulham,8.02,67,13-14
Chris Eagles,Bolton,6.89,2306,11-12
Chris Eagles,Burnley,6.69,1970,09-10
Chris Gunter,Reading,6.48,1790,12-13
Chris Herd,Aston Villa,6.26,107,10-11
Chris Herd,Aston Villa,6.68,171,13-14
Chris Herd,Aston Villa,6.81,1476,11-12
Chris Herd,Aston Villa,6.82,756,12-13
Chris Iwelumo,Wolverhampton Wanderers,6.2,414,09-10
Chris Kirkland,Wigan,5.26,332,10-11
Chris Kirkland,Wigan,6.51,2770,09-10
Chris Löwe,Huddersfield,6.35,2057,18-19
Chris Löwe,Huddersfield,6.51,1594,17-18
Chris Martin,Norwich,5.98,2,12-13
Chris Martin,Norwich,6.24,240,11-12
Chris McCann,Burnley,6.5,491,09-10
Chris Mepham,Bournemouth,6.47,850,18-19
Chris Smalling,Fulham,6.47,870,09-10
Chris Smalling,Manchester United,6.72,1215,16-17
Chris Smalling,Manchester United,6.79,2128,18-19
Chris Smalling,Manchester United,6.84,1294,11-12
Chris Smalling,Manchester United,6.85,1013,12-13
Chris Smalling,Manchester United,7.02,1082,10-11
Chris Smalling,Manchester United,7.16,1938,13-14
Chris Smalling,Manchester United,7.17,3150,15-16
Chris Smalling,Manchester United,7.24,2536,17-18
Chris Smalling,Manchester United,7.34,1880,14-15
Chris Wood,Burnley,6.67,2596,18-19
Chris Wood,Burnley,6.79,1634,17-18
Chris Wood,Leicester,6.17,107,14-15
Chris Wood,West Bromwich Albion,6.05,8,10-11
Christian Atsu,Everton,6.4,110,14-15
Christian Atsu,Newcastle United,6.44,1488,18-19
Christian Atsu,Newcastle United,6.5,1782,17-18
Christian Benitez,Birmingham,6.74,1935,09-10
Christian Benteke,Aston Villa,7.08,2380,14-15
Christian Benteke,Aston Villa,7.25,2128,13-14
Christian Benteke,Aston Villa,7.45,2824,12-13
Christian Benteke,Crystal Palace,6.66,813,18-19
Christian Benteke,Crystal Palace,6.91,2238,17-18
Christian Benteke,Crystal Palace,7.36,3138,16-17
Christian Benteke,Liverpool,6.83,1520,15-16
Christian Eriksen,Tottenham,7.08,2772,18-19
Christian Eriksen,Tottenham,7.09,3142,14-15
Christian Eriksen,Tottenham,7.22,1984,13-14
Christian Eriksen,Tottenham,7.4,3226,17-18
Christian Eriksen,Tottenham,7.45,2942,15-16
Christian Eriksen,Tottenham,7.53,3167,16-17
Christian Fuchs,Leicester,6.59,206,18-19
Christian Fuchs,Leicester,6.81,1918,17-18
Christian Fuchs,Leicester,7.05,3104,16-17
Christian Fuchs,Leicester,7.5,2710,15-16
Christian Kabasele,Watford,6.48,767,16-17
Christian Kabasele,Watford,6.67,1587,18-19
Christian Kabasele,Watford,6.93,2332,17-18
Christian Kalvenes,Burnley,6.42,276,09-10
Christian Poulsen,Liverpool,6.74,744,10-11
Christophe Berra,Wolverhampton Wanderers,6.62,2699,11-12
Christophe Berra,Wolverhampton Wanderers,6.81,2790,10-11
Christophe Berra,Wolverhampton Wanderers,7.06,2836,09-10
Christopher Samba,Blackburn,7.04,1353,11-12
Christopher Samba,Blackburn,7.33,2883,10-11
Christopher Samba,Blackburn,7.55,2597,09-10
Christopher Samba,Queens Park Rangers,6.66,900,12-13
Christopher Schindler,Huddersfield,6.59,3262,18-19
Christopher Schindler,Huddersfield,7.11,3266,17-18
Chuba Akpom,Arsenal,6.0,1,13-14
Chuba Akpom,Arsenal,6.44,27,14-15
Chung-Yong Lee,Bolton,6.07,17,11-12
Chung-Yong Lee,Bolton,6.93,2201,10-11
Chung-Yong Lee,Bolton,7.0,2414,09-10
Chung-Yong Lee,Crystal Palace,5.74,91,14-15
Chung-Yong Lee,Crystal Palace,5.98,132,17-18
Chung-Yong Lee,Crystal Palace,6.27,466,16-17
Chung-Yong Lee,Crystal Palace,6.4,387,15-16
Ciaran Clark,Aston Villa,6.75,1149,11-12
Ciaran Clark,Aston Villa,6.82,2498,12-13
Ciaran Clark,Aston Villa,6.87,1442,15-16
Ciaran Clark,Aston Villa,6.87,2203,13-14
Ciaran Clark,Aston Villa,6.99,1567,10-11
Ciaran Clark,Aston Villa,7.12,1994,14-15
Ciaran Clark,Aston Villa,7.58,90,09-10
Ciaran Clark,Newcastle United,6.79,1745,17-18
Ciaran Clark,Newcastle United,7.06,858,18-19
Clarke Carlisle,Burnley,7.03,2374,09-10
Claudio Bravo,Manchester City,6.38,1969,16-17
Claudio Bravo,Manchester City,6.83,225,17-18
Claudio Yacob,West Bromwich Albion,6.44,902,17-18
Claudio Yacob,West Bromwich Albion,6.73,2418,16-17
Claudio Yacob,West Bromwich Albion,6.84,1390,14-15
Claudio Yacob,West Bromwich Albion,6.84,1844,13-14
Claudio Yacob,West Bromwich Albion,6.88,2484,12-13
Claudio Yacob,West Bromwich Albion,6.99,2854,15-16
Clint Dempsey,Fulham,6.06,355,13-14
Clint Dempsey,Fulham,7.09,3099,10-11
Clint Dempsey,Fulham,7.21,2397,09-10
Clint Dempsey,Fulham,7.28,3325,11-12
Clint Dempsey,Tottenham,6.94,1999,12-13
Clint Hill,Queens Park Rangers,6.71,1706,11-12
Clint Hill,Queens Park Rangers,6.84,1410,14-15
Clint Hill,Queens Park Rangers,6.98,2632,12-13
Clinton N'Jie,Tottenham,6.31,185,15-16
Cole Kpekawa,Queens Park Rangers,5.24,5,14-15
Colin Doyle,Birmingham,6.77,49,10-11
Collin Quaner,Huddersfield,5.97,37,18-19
Collin Quaner,Huddersfield,6.39,1273,17-18
Connor Goldson,Brighton,6.4,199,17-18
Connor Randall,Liverpool,6.24,163,15-16
Connor Roberts,Swansea,6.36,268,17-18
Connor Wickham,Crystal Palace,6.16,61,18-19
Connor Wickham,Crystal Palace,6.52,411,16-17
Connor Wickham,Crystal Palace,6.68,1327,15-16
Connor Wickham,Sunderland,6.26,451,12-13
Connor Wickham,Sunderland,6.37,520,11-12
Connor Wickham,Sunderland,6.81,2774,14-15
Connor Wickham,Sunderland,6.81,848,13-14
Conor Coady,Liverpool,6.01,1,12-13
Conor Coady,Wolverhampton Wanderers,6.45,3420,18-19
Conor McAleny,Everton,6.07,15,11-12
Conor Sammon,Wigan,6.05,836,11-12
Conor Sammon,Wigan,6.31,209,10-11
Costel Pantilimon,Manchester City,6.66,630,13-14
Costel Pantilimon,Sunderland,6.56,1530,15-16
Costel Pantilimon,Sunderland,7.12,2520,14-15
Costel Pantilimon,Watford,6.77,81,16-17
Craig Bellamy,Cardiff,6.5,1256,13-14
Craig Bellamy,Liverpool,6.7,1242,11-12
Craig Bellamy,Manchester City,7.2,2379,09-10
Craig Cathcart,Blackpool,6.74,2390,10-11
Craig Cathcart,Watford,6.61,495,17-18
Craig Cathcart,Watford,6.62,1162,16-17
Craig Cathcart,Watford,6.66,3099,18-19
Craig Cathcart,Watford,6.7,3034,15-16
Craig Dawson,West Bromwich Albion,6.59,90,12-13
Craig Dawson,West Bromwich Albion,6.61,542,11-12
Craig Dawson,West Bromwich Albion,6.93,950,13-14
Craig Dawson,West Bromwich Albion,6.94,3278,16-17
Craig Dawson,West Bromwich Albion,7.02,2509,17-18
Craig Dawson,West Bromwich Albion,7.02,3385,15-16
Craig Dawson,West Bromwich Albion,7.22,2591,14-15
Craig Eastmond,Arsenal,6.82,171,09-10
Craig Fagan,Hull,6.45,1828,09-10
Craig Gardner,Aston Villa,5.89,4,09-10
Craig Gardner,Birmingham,6.86,900,09-10
Craig Gardner,Birmingham,7.0,2219,10-11
Craig Gardner,Sunderland,6.39,766,13-14
Craig Gardner,Sunderland,6.79,2116,11-12
Craig Gardner,Sunderland,6.94,2834,12-13
Craig Gardner,West Bromwich Albion,6.23,213,16-17
Craig Gardner,West Bromwich Albion,6.54,2037,15-16
Craig Gardner,West Bromwich Albion,6.99,2684,14-15
Craig Gordon,Sunderland,6.69,1350,10-11
Craig Gordon,Sunderland,6.89,2317,09-10
Craig Gordon,Sunderland,7.05,90,11-12
Craig Lynch,Sunderland,6.02,28,10-11
Craig Noone,Cardiff,6.72,1225,13-14
Cristhian Stuani,Middlesbrough,6.61,1362,16-17
Cristian Gamboa,West Bromwich Albion,6.27,27,15-16
Cristian Gamboa,West Bromwich Albion,6.38,237,14-15
Cristian Riveros,Sunderland,6.31,498,10-11
Cuco Martina,Everton,6.98,1831,17-18
Cuco Martina,Southampton,6.57,591,16-17
Cuco Martina,Southampton,6.81,1084,15-16
Curtis Davies,Aston Villa,7.55,180,09-10
Curtis Davies,Birmingham,6.96,335,10-11
Curtis Davies,Hull,6.91,2139,16-17
Curtis Davies,Hull,7.32,1815,14-15
Curtis Davies,Hull,7.4,3326,13-14
Cyrus Christie,Fulham,6.61,1945,18-19
Cédric Soares,Southampton,6.56,1494,18-19
Cédric Soares,Southampton,6.57,2797,17-18
Cédric Soares,Southampton,6.96,2520,16-17
Cédric Soares,Southampton,7.27,1971,15-16
César Azpilicueta,Chelsea,6.99,2196,12-13
César Azpilicueta,Chelsea,7.01,3403,18-19
César Azpilicueta,Chelsea,7.03,3202,15-16
César Azpilicueta,Chelsea,7.18,3330,17-18
César Azpilicueta,Chelsea,7.21,3420,16-17
César Azpilicueta,Chelsea,7.24,2484,14-15
César Azpilicueta,Chelsea,7.26,2325,13-14
DJ Campbell,Blackpool,6.7,2628,10-11
DJ Campbell,Queens Park Rangers,6.2,319,11-12
Dale Stephens,Brighton,6.66,2487,18-19
Dale Stephens,Brighton,6.79,3240,17-18
Daley Blind,Manchester United,6.84,361,17-18
Daley Blind,Manchester United,7.14,3117,15-16
Daley Blind,Manchester United,7.19,2172,14-15
Daley Blind,Manchester United,7.23,1830,16-17
Dame N'Doye,Hull,6.76,1196,14-15
Dame N'Doye,Sunderland,6.54,568,15-16
Damien Delaney,Crystal Palace,6.26,95,17-18
Damien Delaney,Crystal Palace,6.55,2009,16-17
Damien Delaney,Crystal Palace,6.89,2435,14-15
Damien Delaney,Crystal Palace,6.89,2880,15-16
Damien Delaney,Crystal Palace,7.15,3286,13-14
Damien Duff,Fulham,6.41,695,13-14
Damien Duff,Fulham,6.64,2114,11-12
Damien Duff,Fulham,6.69,2338,12-13
Damien Duff,Fulham,6.81,1884,10-11
Damien Duff,Fulham,7.2,2546,09-10
Damien Johnson,Birmingham,6.1,2,09-10
Dan Burn,Fulham,6.51,605,13-14
Dan Gosling,Bournemouth,6.56,1358,16-17
Dan Gosling,Bournemouth,6.58,1944,17-18
Dan Gosling,Bournemouth,6.69,1738,18-19
Dan Gosling,Bournemouth,6.77,2445,15-16
Dan Gosling,Everton,6.58,342,09-10
Dan Gosling,Newcastle United,6.0,1,10-11
Dan Gosling,Newcastle United,6.04,233,11-12
Dan Gosling,Newcastle United,6.07,41,12-13
